stem,gender_ann,group_id,label,music_type_ann,vowel_ann,Total Duration,path,duration_sec,singer,gender
f1_arpeggios_c_slow_piano_o,Female,f1,Slow_Legato_Piano,Arpeggio,o,7.7903,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_piano/f1_arpeggios_c_slow_piano_o.wav,7.792244897959184,female1,female
f1_arpeggios_c_slow_piano_u,Female,f1,Slow_Legato_Piano,Arpeggio,u,8.1386,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_piano/f1_arpeggios_c_slow_piano_u.wav,8.149682539682539,female1,female
f1_arpeggios_f_fast_forte_a,Female,f1,Fast_Articulated_Forte,Arpeggio,a,2.29878,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_a.wav,2.3060090702947846,female1,female
f1_arpeggios_f_fast_forte_e,Female,f1,Fast_Articulated_Forte,Arpeggio,e,2.26395,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_e.wav,2.265555555555556,female1,female
f1_arpeggios_f_fast_forte_i,Female,f1,Fast_Articulated_Forte,Arpeggio,i,2.42649,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_i.wav,2.427369614512472,female1,female
f1_arpeggios_f_fast_forte_o,Female,f1,Fast_Articulated_Forte,Arpeggio,o,2.26395,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_o.wav,2.265555555555556,female1,female
f1_arpeggios_f_fast_forte_u,Female,f1,Fast_Articulated_Forte,Arpeggio,u,2.13624,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_forte/f1_arpeggios_f_fast_forte_u.wav,2.144172335600907,female1,female
f1_arpeggios_f_fast_piano_a,Female,f1,Fast_Articulated_Piano,Arpeggio,a,2.13624,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_piano/f1_arpeggios_f_fast_piano_a.wav,2.139229024943311,female1,female
f1_arpeggios_f_fast_piano_e,Female,f1,Fast_Articulated_Piano,Arpeggio,e,2.31039,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_piano/f1_arpeggios_f_fast_piano_e.wav,2.314557823129252,female1,female
f1_arpeggios_f_fast_piano_i,Female,f1,Fast_Articulated_Piano,Arpeggio,i,2.06658,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_piano/f1_arpeggios_f_fast_piano_i.wav,2.0690929705215417,female1,female
f1_arpeggios_f_fast_piano_o,Female,f1,Fast_Articulated_Piano,Arpeggio,o,2.13624,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_piano/f1_arpeggios_f_fast_piano_o.wav,2.1392063492063493,female1,female
f1_arpeggios_f_fast_piano_u,Female,f1,Fast_Articulated_Piano,Arpeggio,u,2.10141,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/fast_piano/f1_arpeggios_f_fast_piano_u.wav,2.1041496598639458,female1,female
f1_arpeggios_f_slow_forte_a,Female,f1,Slow_Legato_Forte,Arpeggio,a,8.16182,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_forte/f1_arpeggios_f_slow_forte_a.wav,8.17233560090703,female1,female
f1_arpeggios_f_slow_piano_a,Female,f1,Slow_Legato_Piano,Arpeggio,a,9.07901,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_piano/f1_arpeggios_f_slow_piano_a.wav,9.081972789115646,female1,female
f1_arpeggios_f_slow_piano_e,Female,f1,Slow_Legato_Piano,Arpeggio,e,8.47529,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_piano/f1_arpeggios_f_slow_piano_e.wav,8.476507936507936,female1,female
f1_arpeggios_f_slow_piano_i,Female,f1,Slow_Legato_Piano,Arpeggio,i,8.92808,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_piano/f1_arpeggios_f_slow_piano_i.wav,8.93061224489796,female1,female
f1_arpeggios_f_slow_piano_o,Female,f1,Slow_Legato_Piano,Arpeggio,o,8.62622,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_piano/f1_arpeggios_f_slow_piano_o.wav,8.627868480725624,female1,female
f1_arpeggios_f_slow_piano_u,Female,f1,Slow_Legato_Piano,Arpeggio,u,8.77715,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/slow_piano/f1_arpeggios_f_slow_piano_u.wav,8.779251700680271,female1,female
f1_arpeggios_lip_trill_a,Female,f1,Lip_Trill,Arpeggio,a,6.37388,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/lip_trill/f1_arpeggios_lip_trill_a.wav,6.376349206349206,female1,female
f1_arpeggios_lip_trill_e,Female,f1,Lip_Trill,Arpeggio,e,7.11692,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/lip_trill/f1_arpeggios_lip_trill_e.wav,7.1177777777777775,female1,female
f1_arpeggios_lip_trill_i,Female,f1,Lip_Trill,Arpeggio,i,6.88472,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/lip_trill/f1_arpeggios_lip_trill_i.wav,6.895374149659864,female1,female
f1_arpeggios_lip_trill_o,Female,f1,Lip_Trill,Arpeggio,o,6.96599,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/lip_trill/f1_arpeggios_lip_trill_o.wav,6.9695238095238095,female1,female
f1_arpeggios_lip_trill_u,Female,f1,Lip_Trill,Arpeggio,u,6.44354,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/lip_trill/f1_arpeggios_lip_trill_u.wav,6.450521541950113,female1,female
f1_arpeggios_straight_a,Female,f1,Slow_StraightTone,Arpeggio,a,7.59293,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/straight/f1_arpeggios_straight_a.wav,7.59297052154195,female1,female
f1_arpeggios_straight_e,Female,f1,Slow_StraightTone,Arpeggio,e,7.99928,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/straight/f1_arpeggios_straight_e.wav,8.0056462585034,female1,female
f1_arpeggios_straight_i,Female,f1,Slow_StraightTone,Arpeggio,i,8.08055,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/straight/f1_arpeggios_straight_i.wav,8.088185941043085,female1,female
f1_arpeggios_straight_o,Female,f1,Slow_StraightTone,Arpeggio,o,7.99928,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/straight/f1_arpeggios_straight_o.wav,8.0056462585034,female1,female
f1_arpeggios_straight_u,Female,f1,Slow_StraightTone,Arpeggio,u,8.41724,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/straight/f1_arpeggios_straight_u.wav,8.418299319727891,female1,female
f1_arpeggios_vibrato_a,Female,f1,Slow_MoltoVibrato,Arpeggio,a,8.26631,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/vibrato/f1_arpeggios_vibrato_a.wav,8.272335600907029,female1,female
f1_arpeggios_vibrato_e,Female,f1,Slow_MoltoVibrato,Arpeggio,e,8.26631,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/vibrato/f1_arpeggios_vibrato_e.wav,8.272335600907029,female1,female
f1_arpeggios_vibrato_i,Female,f1,Slow_MoltoVibrato,Arpeggio,i,8.4869,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/vibrato/f1_arpeggios_vibrato_i.wav,8.488140589569161,female1,female
f1_arpeggios_vibrato_o,Female,f1,Slow_MoltoVibrato,Arpeggio,o,8.04572,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/vibrato/f1_arpeggios_vibrato_o.wav,8.056530612244899,female1,female
f1_arpeggios_vibrato_u,Female,f1,Slow_MoltoVibrato,Arpeggio,u,8.04572,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/arpeggios/vibrato/f1_arpeggios_vibrato_u.wav,8.056530612244899,female1,female
f1_caro_straight,Female,f1,StraightTone,MusicalExcerp_Caro,,32.53116,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/excerpts/straight/f1_caro_straight.wav,32.53213151927438,female1,female
f1_caro_vibrato,Female,f1,MoltoVibrato,MusicalExcerp_Caro,o,34.63257,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/excerpts/vibrato/f1_caro_vibrato.wav,34.63521541950114,female1,female
f1_dona_straight,Female,f1,StraightTone,MusicalExcerp_Dona,,20.1317,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/excerpts/straight/f1_dona_straight.wav,20.140498866213157,female1,female
f1_dona_vibrato,Female,f1,MoltoVibrato,MusicalExcerp_Dona,o,21.01406,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/excerpts/vibrato/f1_dona_vibrato.wav,21.01954648526077,female1,female
f1_long_forte_a,Female,f1,FullVoice,Long_tones,a,11.30812,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/forte/f1_long_forte_a.wav,11.315510204081631,female1,female
f1_long_forte_e,Female,f1,FullVoice,Long_tones,e,11.06431,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/forte/f1_long_forte_e.wav,11.0721768707483,female1,female
f1_long_forte_i,Female,f1,FullVoice,Long_tones,i,11.79574,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/forte/f1_long_forte_i.wav,11.802222222222222,female1,female
f1_long_forte_o,Female,f1,FullVoice,Long_tones,o,11.19202,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/forte/f1_long_forte_o.wav,11.193854875283447,female1,female
f1_long_forte_u,Female,f1,FullVoice,Long_tones,u,11.06431,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/forte/f1_long_forte_u.wav,11.0721768707483,female1,female
f1_long_messa_a,Female,f1,MessaDiVoce,Long_tones,a,14.1874,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/messa/f1_long_messa_a.wav,14.189342403628116,female1,female
f1_long_messa_e,Female,f1,MessaDiVoce,Long_tones,e,16.06821,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/messa/f1_long_messa_e.wav,16.071609977324265,female1,female
f1_long_messa_i,Female,f1,MessaDiVoce,Long_tones,i,15.19746,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/messa/f1_long_messa_i.wav,15.202879818594104,female1,female
f1_long_messa_o,Female,f1,MessaDiVoce,Long_tones,o,14.90721,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/messa/f1_long_messa_o.wav,14.913310657596371,female1,female
f1_long_messa_u,Female,f1,MessaDiVoce,Long_tones,u,13.0264,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/messa/f1_long_messa_u.wav,13.031043083900228,female1,female
f1_long_straight_a,Female,f1,StraightTone,Long_tones,a,11.81896,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/straight/f1_long_straight_a.wav,11.82265306122449,female1,female
f1_long_straight_e,Female,f1,StraightTone,Long_tones,e,10.63474,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/straight/f1_long_straight_e.wav,10.640385487528343,female1,female
f1_long_straight_i,Female,f1,StraightTone,Long_tones,i,10.99465,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/straight/f1_long_straight_i.wav,10.995056689342404,female1,female
f1_long_straight_o,Female,f1,StraightTone,Long_tones,o,10.63474,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/straight/f1_long_straight_o.wav,10.640385487528343,female1,female
f1_long_straight_u,Female,f1,StraightTone,Long_tones,u,10.99465,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/straight/f1_long_straight_u.wav,10.995079365079365,female1,female
f1_long_trill_a,Female,f1,Trill,Long_tones,a,16.38168,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trill/f1_long_trill_a.wav,16.388480725623584,female1,female
f1_long_trill_e,Female,f1,Trill,Long_tones,e,19.22613,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trill/f1_long_trill_e.wav,19.231383219954648,female1,female
f1_long_trill_i,Female,f1,Trill,Long_tones,i,17.71683,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trill/f1_long_trill_i.wav,17.726303854875283,female1,female
f1_long_trill_o,Female,f1,Trill,Long_tones,o,16.88091,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trill/f1_long_trill_o.wav,16.89015873015873,female1,female
f1_long_trill_u,Female,f1,Trill,Long_tones,u,17.2176,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trill/f1_long_trill_u.wav,17.224625850340136,female1,female
f1_long_trillo_a,Female,f1,Trillo,Long_tones,a,10.10068,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trillo/f1_long_trillo_a.wav,10.108321995464852,female1,female
f1_long_trillo_e,Female,f1,Trillo,Long_tones,e,10.90177,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trillo/f1_long_trillo_e.wav,10.903356009070295,female1,female
f1_long_trillo_i,Female,f1,Trillo,Long_tones,i,10.55347,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trillo/f1_long_trillo_i.wav,10.56265306122449,female1,female
f1_long_trillo_o,Female,f1,Trillo,Long_tones,o,9.76399,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trillo/f1_long_trillo_o.wav,9.767596371882084,female1,female
f1_long_trillo_u,Female,f1,Trillo,Long_tones,u,9.76399,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/long_tones/trillo/f1_long_trillo_u.wav,9.767619047619048,female1,female
f1_row_straight,Female,f1,StraightTone,MusicalExcerp_RowRow,,14.15257,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/excerpts/straight/f1_row_straight.wav,14.154512471655329,female1,female
f1_row_vibrato,Female,f1,MoltoVibrato,MusicalExcerp_RowRow,o,14.90721,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/excerpts/vibrato/f1_row_vibrato.wav,14.917709750566894,female1,female
f1_scales_belt_a,Female,f1,Belt_Harsh,Scale,a,11.30812,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/belt/f1_scales_belt_a.wav,11.316848072562358,female1,female
f1_scales_belt_e,Female,f1,Belt_Harsh,Scale,e,11.41261,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/belt/f1_scales_belt_e.wav,11.417891156462584,female1,female
f1_scales_belt_i,Female,f1,Belt_Harsh,Scale,i,10.50703,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/belt/f1_scales_belt_i.wav,10.508503401360544,female1,female
f1_scales_belt_o,Female,f1,Belt_Harsh,Scale,o,10.90177,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/belt/f1_scales_belt_o.wav,10.912675736961452,female1,female
f1_scales_belt_u,Female,f1,Belt_Harsh,Scale,u,11.5171,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/belt/f1_scales_belt_u.wav,11.518934240362812,female1,female
f1_scales_breathy_a,Female,f1,Breathy,Scale,a,9.90331,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/breathy/f1_scales_breathy_a.wav,9.912040816326533,female1,female
f1_scales_breathy_e,Female,f1,Breathy,Scale,e,10.24,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/breathy/f1_scales_breathy_e.wav,10.246145124716554,female1,female
f1_scales_breathy_i,Female,f1,Breathy,Scale,i,8.46368,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/breathy/f1_scales_breathy_i.wav,8.46421768707483,female1,female
f1_scales_breathy_o,Female,f1,Breathy,Scale,o,8.56817,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/breathy/f1_scales_breathy_o.wav,8.575578231292518,female1,female
f1_scales_breathy_u,Female,f1,Breathy,Scale,u,8.78876,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/breathy/f1_scales_breathy_u.wav,8.798321995464853,female1,female
f1_scales_c_fast_forte_a,Female,f1,Fast_Articulated_Forte,Scale,a,3.7152,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_forte/f1_scales_c_fast_forte_a.wav,3.724557823129252,female1,female
f1_scales_c_fast_forte_e,Female,f1,Fast_Articulated_Forte,Scale,e,4.16798,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_forte/f1_scales_c_fast_forte_e.wav,4.177551020408163,female1,female
f1_scales_c_fast_forte_i,Female,f1,Fast_Articulated_Forte,Scale,i,4.01705,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_forte/f1_scales_c_fast_forte_i.wav,4.0265759637188205,female1,female
f1_scales_c_fast_forte_o,Female,f1,Fast_Articulated_Forte,Scale,o,3.97061,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_forte/f1_scales_c_fast_forte_o.wav,3.976235827664399,female1,female
f1_scales_c_fast_forte_u,Female,f1,Fast_Articulated_Forte,Scale,u,3.97061,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_forte/f1_scales_c_fast_forte_u.wav,3.976235827664399,female1,female
f1_scales_c_fast_piano_a,Female,f1,Fast_Articulated_Piano,Scale,a,4.23764,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_piano/f1_scales_c_fast_piano_a.wav,4.248072562358277,female1,female
f1_scales_c_fast_piano_e,Female,f1,Fast_Articulated_Piano,Scale,e,3.90095,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_piano/f1_scales_c_fast_piano_e.wav,3.91015873015873,female1,female
f1_scales_c_fast_piano_i,Female,f1,Fast_Articulated_Piano,Scale,i,3.85451,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_piano/f1_scales_c_fast_piano_i.wav,3.861859410430839,female1,female
f1_scales_c_fast_piano_o,Female,f1,Fast_Articulated_Piano,Scale,o,3.80808,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_piano/f1_scales_c_fast_piano_o.wav,3.813605442176871,female1,female
f1_scales_c_fast_piano_u,Female,f1,Fast_Articulated_Piano,Scale,u,4.05188,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/fast_piano/f1_scales_c_fast_piano_u.wav,4.054965986394558,female1,female
f1_scales_c_slow_forte_a,Female,f1,Slow_Legato_Forte,Scale,a,12.14404,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/slow_forte/f1_scales_c_slow_forte_a.wav,12.154104308390025,female1,female
f1_scales_c_slow_forte_e,Female,f1,Slow_Legato_Forte,Scale,e,12.34141,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/slow_forte/f1_scales_c_slow_forte_e.wav,12.34702947845805,female1,female
f1_scales_c_slow_forte_u,Female,f1,Slow_Legato_Forte,Scale,u,12.24853,/home/evgeniy/Projects/VocalAssistant/datasets/VocalSet/FULL/female1/scales/slow_forte/f1_scales_c_slow_forte_u.wav,12.250566893424036,female1,female
